,participant_id,frame_id,timestamp,action,JOINT_NONE,JOINT_HEAD,JOINT_NECK,JOINT_TORSO,JOINT_WAIST,JOINT_LEFT_COLLAR,JOINT_LEFT_SHOULDER,JOINT_LEFT_ELBOW,JOINT_LEFT_WRIST,JOINT_LEFT_HAND,JOINT_RIGHT_COLLAR,JOINT_RIGHT_SHOULDER,JOINT_RIGHT_ELBOW,JOINT_RIGHT_WRIST,JOINT_RIGHT_HAND,JOINT_LEFT_HIP,JOINT_LEFT_KNEE,JOINT_LEFT_ANKLE,JOINT_RIGHT_HIP,JOINT_RIGHT_KNEE,JOINT_RIGHT_ANKLE
0,3,1222,1649864325862062931,teacup,"[[0.0, -0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]]","[[1.5130784912109374, -0.04812651824951163, 0.46863006591796885], [0.9963843822479248, 0.06594943255186081, 0.053561899811029434, -0.07736039906740189, 0.964871883392334, 0.25107282400131226, -0.035122260451316833, -0.2543086111545563, 0.9664851427078247]]","[[1.5418046875, -0.03459312438964834, 0.3530039978027345], [0.9963843822479248, 0.06594943255186081, 0.053561899811029434, -0.07736039906740189, 0.964871883392334, 0.25107282400131226, -0.035122260451316833, -0.2543086111545563, 0.9664851427078247]]","[[1.6097022705078126, -0.006678522109985253, 0.027303253173828222], [0.9963843822479248, 0.07002262771129608, 0.04811482131481171, -0.07736039906740189, 0.9818638563156128, 0.17308607697486877, -0.035122260451316833, -0.17618244886398315, 0.9837307333946228]]","[[1.61121142578125, 0.003614521980285743, -0.17166662597656238], [0.9963843822479248, 0.07349229604005814, 0.042627301067113876, -0.07736039906740189, 0.9922140836715698, 0.09760408848524094, -0.035122260451316833, -0.10054884850978851, 0.9943119883537292]]","[[1.558521728515625, -0.027720291137695214, 0.2728134765625001], [0.9947583675384521, 0.09022590517997742, 0.04811482131481171, -0.0972675308585167, 0.98009192943573, 0.17308607697486877, -0.03154010325670242, -0.1768588423728943, 0.9837307333946228]]","[[1.558389892578125, -0.20548408508300772, 0.25500384521484387], [0.17493297159671783, 0.9028612375259399, 0.39273399114608765, -0.9785080552101135, 0.11519188433885574, 0.17103444039821625, 0.10918059945106506, -0.4142129421234131, 0.9036079049110413]]","[[1.582572021484375, -0.2547764434814452, -0.012319229125976465], [-0.07354588806629181, 0.9028612375259399, 0.42359477281570435, -0.9078560471534729, 0.11519188433885574, -0.40314796566963196, -0.41278135776519775, -0.4142129421234131, 0.8111961483955383]]","[[1.582572021484375, -0.2547764434814452, -0.26145544433593737], [-0.07354588806629181, 0.9028612375259399, 0.42359477281570435, -0.9078560471534729, 0.11519188433885574, -0.40314796566963196, -0.41278135776519775, -0.4142129421234131, 0.8111961483955383]]","[[1.582572021484375, -0.2547764434814452, -0.3633177490234374], [-0.07354588806629181, 0.9028612375259399, 0.42359477281570435, -0.9078560471534729, 0.11519188433885574, -0.40314796566963196, -0.41278135776519775, -0.4142129421234131, 0.8111961483955383]]","[[1.558521728515625, -0.027720291137695214, 0.2728134765625001], [0.9947583675384521, 0.09022590517997742, 0.04811482131481171, -0.0972675308585167, 0.98009192943573, 0.17308607697486877, -0.03154010325670242, -0.1768588423728943, 0.9837307333946228]]","[[1.56681298828125, 0.14164169311523445, 0.26698831176757826], [0.30999431014060974, -0.7482389211654663, -0.5865510106086731, 0.943086564540863, 0.16388925909996033, 0.28935790061950684, -0.12037942558526993, -0.6428676843643188, 0.7564588189125061]]","[[1.6021309814453124, 0.22272906494140637, 0.00881475257873545], [0.0452493317425251, -0.7482389211654663, -0.6618844866752625, 0.9793574810028076, 0.16388925909996033, -0.11831829696893692, 0.19700610637664795, -0.6428676843643188, 0.7402092218399048]]","[[1.551625, 0.23535025024414072, -0.23482164001464836], [0.0452493317425251, -0.7482389211654663, -0.6618844866752625, 0.9793574810028076, 0.16388925909996033, -0.11831829696893692, 0.19700610637664795, -0.6428676843643188, 0.7402092218399048]]","[[1.5415238037109376, 0.23787448120117197, -0.28354891967773427], [0.0452493317425251, -0.7482389211654663, -0.6618844866752625, 0.9793574810028076, 0.16388925909996033, -0.11831829696893692, 0.19700610637664795, -0.6428676843643188, 0.7402092218399048]]","[[1.6330784912109375, -0.10286219787597646, -0.25200811767578113], [-0.059496574103832245, 0.03167285770177841, -0.9977259039878845, -0.1282341480255127, 0.990972638130188, 0.039105355739593506, 0.9899576306343079, 0.1302691549062729, -0.05489793419837952]]","[[1.567077392578125, -0.10488945770263662, -0.6544337158203124], [-0.059496574103832245, 0.9730339646339417, -0.22285670042037964, -0.1282341480255127, 0.21395230293273926, 0.9683906435966492, 0.9899576306343079, 0.0861937627196312, 0.1120467483997345]]","[[1.567077392578125, -0.10488945770263662, -1.038037841796875], [-0.059496574103832245, 0.9730339646339417, -0.22285670042037964, -0.1282341480255127, 0.21395230293273926, 0.9683906435966492, 0.9899576306343079, 0.0861937627196312, 0.1120467483997345]]","[[1.642749267578125, 0.11402054595947275, -0.24343693542480457], [-0.2282899022102356, 0.3798179030418396, 0.8964496850967407, 0.6370003819465637, 0.7546021342277527, -0.1574997901916504, -0.736284077167511, 0.5350831747055054, -0.414212167263031]]","[[1.642749267578125, 0.11402054595947275, -0.6512440185546874], [-0.2282899022102356, -0.5234646797180176, 0.8208948969841003, 0.6370003819465637, 0.5573354959487915, 0.5325483083724976, -0.736284077167511, 0.6444857716560364, 0.20621314644813538]]","[[1.642749267578125, 0.11402054595947275, -1.03484814453125], [-0.2282899022102356, -0.5234646797180176, 0.8208948969841003, 0.6370003819465637, 0.5573354959487915, 0.5325483083724976, -0.736284077167511, 0.6444857716560364, 0.20621314644813538]]"
0,3,1223,1649864325862236499,teacup,"[[0.0, -0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]]","[[1.5130811767578125, -0.04793856811523429, 0.46866348266601576], [0.9963537454605103, 0.066664919257164, 0.05324463173747063, -0.07799524813890457, 0.9646546244621277, 0.25171053409576416, -0.03458242118358612, -0.2549455463886261, 0.9663367867469788]]","[[1.5418043212890624, -0.0352962532043456, 0.35293591308593764], [0.9963537454605103, 0.066664919257164, 0.05324463173747063, -0.07799524813890457, 0.9646546244621277, 0.25171053409576416, -0.03458242118358612, -0.2549455463886261, 0.9663367867469788]]","[[1.609568359375, -0.006712322235107323, 0.027373077392578223], [0.9963537454605103, 0.07075069844722748, 0.04768166318535805, -0.07799524813890457, 0.9818444848060608, 0.17291076481342316, -0.03458242118358612, -0.1759992390871048, 0.9837826490402222]]","[[1.6112030029296875, 0.0036030893325806647, -0.17159317016601552], [0.9963537454605103, 0.07417932152748108, 0.0421501025557518, -0.07799524813890457, 0.9921678900718689, 0.09756840020418167, -0.03458242118358612, -0.10050015151500702, 0.9943358302116394]]","[[1.55849365234375, -0.02825641441345205, 0.2727541503906251], [0.9945785403251648, 0.09241213649511337, 0.04768166318535805, -0.09933928400278091, 0.9799150824546814, 0.17291076481342316, -0.030744927003979683, -0.17670999467372894, 0.9837826490402222]]","[[1.558514892578125, -0.20601330566406242, 0.254359100341797], [0.17256776988506317, 0.9037967920303345, 0.3916269540786743, -0.9790175557136536, 0.11363548040390015, 0.1691494733095169, 0.10837404429912567, -0.4125994145870209, 0.9044427871704102]]","[[1.5825010986328125, -0.25485475158691395, -0.013064151763915918], [-0.07489319890737534, 0.9037967920303345, 0.4213577210903168, -0.907228946685791, 0.11363548040390015, -0.4049971103668213, -0.41391628980636597, -0.4125994145870209, 0.811440110206604]]","[[1.5825010986328125, -0.25485475158691395, -0.2622001953124999], [-0.07489319890737534, 0.9037967920303345, 0.4213577210903168, -0.907228946685791, 0.11363548040390015, -0.4049971103668213, -0.41391628980636597, -0.4125994145870209, 0.811440110206604]]","[[1.5825010986328125, -0.25485475158691395, -0.36406243896484364], [-0.07489319890737534, 0.9037967920303345, 0.4213577210903168, -0.907228946685791, 0.11363548040390015, -0.4049971103668213, -0.41391628980636597, -0.4125994145870209, 0.811440110206604]]","[[1.55849365234375, -0.02825641441345205, 0.2727541503906251], [0.9945785403251648, 0.09241213649511337, 0.04768166318535805, -0.09933928400278091, 0.9799150824546814, 0.17291076481342316, -0.030744927003979683, -0.17670999467372894, 0.9837826490402222]]","[[1.566947998046875, 0.14121583557128914, 0.26719079589843764], [0.311746209859848, -0.7483094334602356, -0.5855315923690796, 0.9423774480819702, 0.16476716101169586, 0.2911640703678131, -0.12140445411205292, -0.6425610780715942, 0.7565554976463318]]","[[1.602096923828125, 0.22266023254394543, 0.00910666561126719], [0.04596451669931412, -0.7483094334602356, -0.661755383014679, 0.9792119860649109, 0.16476716101169586, -0.11830325424671173, 0.19756300747394562, -0.6425610780715942, 0.7403270602226257]]","[[1.551664794921875, 0.23532337951660165, -0.23454272460937492], [0.04596451669931412, -0.7483094334602356, -0.661755383014679, 0.9792119860649109, 0.16476716101169586, -0.11830325424671173, 0.19756300747394562, -0.6425610780715942, 0.7403270602226257]]","[[1.541578369140625, 0.23785600280761726, -0.2832726135253905], [0.04596451669931412, -0.7483094334602356, -0.661755383014679, 0.9792119860649109, 0.16476716101169586, -0.11830325424671173, 0.19756300747394562, -0.6425610780715942, 0.7403270602226257]]","[[1.633036865234375, -0.1027939910888671, -0.2519583435058593], [-0.06000223010778427, 0.03190576657652855, -0.9976882338523865, -0.12795478105545044, 0.9909976124763489, 0.03938716650009155, 0.9899632930755615, 0.13002228736877441, -0.05537956953048706]]","[[1.5670089111328125, -0.10502705383300771, -0.6543782348632812], [-0.06000223010778427, 0.9730566740036011, -0.2226218581199646, -0.12795478105545044, 0.21368607878684998, 0.9684863686561584, 0.9899632930755615, 0.08659686893224716, 0.1116856038570404]]","[[1.5670089111328125, -0.10502705383300771, -1.037982177734375], [-0.06000223010778427, 0.9730566740036011, -0.2226218581199646, -0.12795478105545044, 0.21368607878684998, 0.9684863686561584, 0.9899632930755615, 0.08659686893224716, 0.1116856038570404]]","[[1.6427015380859376, 0.11383895111083994, -0.2435778808593749], [-0.227484330534935, 0.3800085186958313, 0.8965737223625183, 0.6371520757675171, 0.754355251789093, -0.15806767344474792, -0.736402153968811, 0.535295844078064, -0.41372719407081604]]","[[1.6427015380859376, 0.11383895111083994, -0.6513847656249999], [-0.227484330534935, -0.5234588384628296, 0.8211222290992737, 0.6371520757675171, 0.5576635599136353, 0.5320231318473816, -0.736402153968811, 0.6442066431045532, 0.20666317641735077]]","[[1.6427015380859376, 0.11383895111083994, -1.0349886474609375], [-0.227484330534935, -0.5234588384628296, 0.8211222290992737, 0.6371520757675171, 0.5576635599136353, 0.5320231318473816, -0.736402153968811, 0.6442066431045532, 0.20666317641735077]]"
0,3,1224,1649864325862534761,teacup,"[[0.0, -0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]]","[[1.513072509765625, -0.04719760131835928, 0.4687929687500001], [0.9961806535720825, 0.068150594830513, 0.05458589643239975, -0.07976748049259186, 0.9645729660987854, 0.25146785378456116, -0.03551439940929413, -0.25486159324645996, 0.9663251638412476]]","[[1.5418046875, -0.036697750091552635, 0.3528537597656251], [0.9961806535720825, 0.068150594830513, 0.05458589643239975, -0.07976748049259186, 0.9645729660987854, 0.25146785378456116, -0.03551439940929413, -0.25486159324645996, 0.9663251638412476]]","[[1.6093270263671875, -0.006782302856445214, 0.027537414550781347], [0.9961806535720825, 0.07235950231552124, 0.04886947572231293, -0.07976748049259186, 0.981812596321106, 0.172282412648201, -0.03551439940929413, -0.1755225956439972, 0.9838346242904663]]","[[1.6111871337890624, 0.0035795011520386726, -0.1714219970703124], [0.9961806535720825, 0.07583577930927277, 0.04327884316444397, -0.07976748049259186, 0.9920021295547485, 0.09782066941261292, -0.03551439940929413, -0.10089930146932602, 0.9942625761032104]]","[[1.558443115234375, -0.029326171874999904, 0.27269134521484384], [0.9941425323486328, 0.09639716893434525, 0.04886947572231293, -0.10345598310232162, 0.9795997142791748, 0.172282412648201, -0.03126499056816101, -0.176329106092453, 0.9838346242904663]]","[[1.5584437255859376, -0.2070345916748046, 0.2533439331054689], [0.1681254506111145, 0.9045107960700989, 0.39191073179244995, -0.9799521565437317, 0.1102435439825058, 0.16595213115215302, 0.10689986497163773, -0.4119545519351959, 0.9049120545387268]]","[[1.581775634765625, -0.2550698852539061, -0.014282894134521388], [-0.07874024659395218, 0.9045107960700989, 0.41911831498146057, -0.9062235951423645, 0.1102435439825058, -0.40817293524742126, -0.4154019355773926, -0.4119545519351959, 0.8110084533691406]]","[[1.581775634765625, -0.2550698852539061, -0.2634186401367186], [-0.07874024659395218, 0.9045107960700989, 0.41911831498146057, -0.9062235951423645, 0.1102435439825058, -0.40817293524742126, -0.4154019355773926, -0.4119545519351959, 0.8110084533691406]]","[[1.581775634765625, -0.2550698852539061, -0.36528079223632803], [-0.07874024659395218, 0.9045107960700989, 0.41911831498146057, -0.9062235951423645, 0.1102435439825058, -0.40817293524742126, -0.4154019355773926, -0.4119545519351959, 0.8110084533691406]]","[[1.558443115234375, -0.029326171874999904, 0.27269134521484384], [0.9941425323486328, 0.09639716893434525, 0.04886947572231293, -0.10345598310232162, 0.9795997142791748, 0.172282412648201, -0.03126499056816101, -0.176329106092453, 0.9838346242904663]]","[[1.567221435546875, 0.14019610595703133, 0.26767019653320323], [0.314452588558197, -0.7486053705215454, -0.5837032794952393, 0.9414089322090149, 0.16694016754627228, 0.2930532693862915, -0.12193773686885834, -0.6416548490524292, 0.7572385668754578]]","[[1.6019879150390626, 0.2224137420654298, 0.00977981948852549], [0.04827330633997917, -0.7486053705215454, -0.6612561345100403, 0.9789373278617859, 0.16694016754627228, -0.11752749234437943, 0.19837191700935364, -0.6416548490524292, 0.7408965229988098]]","[[1.5517576904296875, 0.23522633361816414, -0.23390315246582022], [0.04827330633997917, -0.7486053705215454, -0.6612561345100403, 0.9789373278617859, 0.16694016754627228, -0.11752749234437943, 0.19837191700935364, -0.6416548490524292, 0.7408965229988098]]","[[1.541711669921875, 0.2377888488769532, -0.2826397399902343], [0.04827330633997917, -0.7486053705215454, -0.6612561345100403, 0.9789373278617859, 0.16694016754627228, -0.11752749234437943, 0.19837191700935364, -0.6416548490524292, 0.7408965229988098]]","[[1.6330037841796874, -0.10268325042724599, -0.251886260986328], [-0.05920335277915001, 0.03223587945103645, -0.9977253079414368, -0.12736330926418304, 0.9910661578178406, 0.03957825154066086, 0.990087628364563, 0.12941676378250122, -0.05456877127289772]]","[[1.567045166015625, -0.10511748504638663, -0.6543159179687499], [-0.05920335277915001, 0.9731764197349548, -0.22231200337409973, -0.12736330926418304, 0.2135186791419983, 0.9686012268066406, 0.990087628364563, 0.08565883338451385, 0.11130594462156296]]","[[1.567045166015625, -0.10511748504638663, -1.03791943359375], [-0.05920335277915001, 0.9731764197349548, -0.22231200337409973, -0.12736330926418304, 0.2135186791419983, 0.9686012268066406, 0.990087628364563, 0.08565883338451385, 0.11130594462156296]]","[[1.642612548828125, 0.11352670288085948, -0.24385902404785145], [-0.2270662635564804, 0.38185566663742065, 0.8958946466445923, 0.6373109817504883, 0.7538583874702454, -0.1597880870103836, -0.7363936901092529, 0.5346810221672058, -0.41453662514686584]]","[[1.642612548828125, 0.11352670288085948, -0.6516654663085937], [-0.2270662635564804, -0.5218526721000671, 0.8222594857215881, 0.6373109817504883, 0.5587996244430542, 0.5306389331817627, -0.7363936901092529, 0.6445252299308777, 0.2056979089975357]]","[[1.642612548828125, 0.11352670288085948, -1.03526904296875], [-0.2270662635564804, -0.5218526721000671, 0.8222594857215881, 0.6373109817504883, 0.5587996244430542, 0.5306389331817627, -0.7363936901092529, 0.6445252299308777, 0.2056979089975357]]"
0,3,1225,1649864325862709760,teacup,"[[0.0, -0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]]","[[1.5130609130859376, -0.04682596588134757, 0.468883026123047], [0.9961031675338745, 0.06935631483793259, 0.054480813443660736, -0.08092265576124191, 0.9643720984458923, 0.2518689036369324, -0.035071078687906265, -0.25529614090919495, 0.9662266373634338]]","[[1.5418046875, -0.03753230285644522, 0.3528438110351564], [0.9961031675338745, 0.06935631483793259, 0.054480813443660736, -0.08092265576124191, 0.9643720984458923, 0.2518689036369324, -0.035071078687906265, -0.25529614090919495, 0.9662266373634338]]","[[1.6091116943359376, -0.006823564529418846, 0.027621307373046973], [0.9961031675338745, 0.07358977943658829, 0.048610709607601166, -0.08092265576124191, 0.9817762970924377, 0.17195001244544983, -0.035071078687906265, -0.17521366477012634, 0.983905553817749]]","[[1.61117333984375, 0.0035651769638062507, -0.17133367919921863], [0.9961031675338745, 0.07701249420642853, 0.04298293963074684, -0.08092265576124191, 0.9918712973594666, 0.09819789975881577, -0.035071078687906265, -0.10129353404045105, 0.9942381978034973]]","[[1.5583931884765625, -0.029963821411132716, 0.27268942260742196], [0.9942425489425659, 0.09549223631620407, 0.048610709607601166, -0.1025080606341362, 0.9797577857971191, 0.17195001244544983, -0.031206827610731125, -0.17594300210475922, 0.983905553817749]]","[[1.558419921875, -0.20782725524902335, 0.2533536376953126], [0.16773387789726257, 0.90517258644104, 0.3905482590198517, -0.9801656603813171, 0.11070943623781204, 0.16437363624572754, 0.10554913431406021, -0.4103730320930481, 0.905788779258728]]","[[1.581411376953125, -0.25585675048828116, -0.014303607940673731], [-0.07830631732940674, 0.90517258644104, 0.4177687466144562, -0.9055214524269104, 0.11070943623781204, -0.40960267186164856, -0.4170120656490326, -0.4103730320930481, 0.8109838962554932]]","[[1.581411376953125, -0.25585675048828116, -0.2634392089843749], [-0.07830631732940674, 0.90517258644104, 0.4177687466144562, -0.9055214524269104, 0.11070943623781204, -0.40960267186164856, -0.4170120656490326, -0.4103730320930481, 0.8109838962554932]]","[[1.581411376953125, -0.25585675048828116, -0.365301300048828], [-0.07830631732940674, 0.90517258644104, 0.4177687466144562, -0.9055214524269104, 0.11070943623781204, -0.40960267186164856, -0.4170120656490326, -0.4103730320930481, 0.8109838962554932]]","[[1.5583931884765625, -0.029963821411132716, 0.27268942260742196], [0.9942425489425659, 0.09549223631620407, 0.048610709607601166, -0.1025080606341362, 0.9797577857971191, 0.17195001244544983, -0.031206827610731125, -0.17594300210475922, 0.983905553817749]]","[[1.5673643798828125, 0.13945706176757822, 0.2680134277343751], [0.31666964292526245, -0.7476917505264282, -0.583675742149353, 0.9405385255813599, 0.16777579486370087, 0.2953616678714752, -0.12291281670331955, -0.6425015926361084, 0.7563624382019043]]","[[1.6018966064453124, 0.22220654296875011, 0.010261859893798927], [0.04906299710273743, -0.7476917505264282, -0.6622309684753418, 0.9788689613342285, 0.16777579486370087, -0.1169053390622139, 0.19851548969745636, -0.6425015926361084, 0.7401238083839417]]","[[1.551841796875, 0.2351492919921876, -0.23345016479492178], [0.04906299710273743, -0.7476917505264282, -0.6622309684753418, 0.9788689613342285, 0.16777579486370087, -0.1169053390622139, 0.19851548969745636, -0.6425015926361084, 0.7401238083839417]]","[[1.541830810546875, 0.23773783874511728, -0.28219256591796865], [0.04906299710273743, -0.7476917505264282, -0.6622309684753418, 0.9788689613342285, 0.16777579486370087, -0.1169053390622139, 0.19851548969745636, -0.6425015926361084, 0.7401238083839417]]","[[1.6329326171875, -0.1026924285888671, -0.2518090820312499], [-0.05998614802956581, 0.032216254621744156, -0.9976791739463806, -0.12737664580345154, 0.9910611510276794, 0.03966115787625313, 0.9900388121604919, 0.1294601559638977, -0.05534633994102478]]","[[1.5670704345703126, -0.10513335418701163, -0.6542542114257811], [-0.05998614802956581, 0.9731268286705017, -0.22231926023960114, -0.12737664580345154, 0.21343721449375153, 0.9686174392700195, 0.9900388121604919, 0.0864219143986702, 0.111150361597538]]","[[1.5670704345703126, -0.10513335418701163, -1.0378575439453126], [-0.05998614802956581, 0.9731268286705017, -0.22231926023960114, -0.12737664580345154, 0.21343721449375153, 0.9686174392700195, 0.9900388121604919, 0.0864219143986702, 0.111150361597538]]","[[1.642606689453125, 0.11355644226074228, -0.243682159423828], [-0.22603461146354675, 0.3824988901615143, 0.8958811163902283, 0.6372542381286621, 0.7536503672599792, -0.1609911471605301, -0.7367600798606873, 0.5345144271850586, -0.41410011053085327]]","[[1.642606689453125, 0.11355644226074228, -0.6514884033203124], [-0.22603461146354675, -0.5214771032333374, 0.8227818608283997, 0.6372542381286621, 0.5596730709075928, 0.5297858715057373, -0.7367600798606873, 0.6440711617469788, 0.20580801367759705]]","[[1.642606689453125, 0.11355644226074228, -1.0350916748046874], [-0.22603461146354675, -0.5214771032333374, 0.8227818608283997, 0.6372542381286621, 0.5596730709075928, 0.5297858715057373, -0.7367600798606873, 0.6440711617469788, 0.20580801367759705]]"
0,3,1226,1649864325862882137,teacup,"[[0.0, -0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]]","[[1.5130504150390625, -0.0460092124938964, 0.46904037475585947], [0.9958656430244446, 0.07049120962619781, 0.05729420483112335, -0.08271859586238861, 0.9643742442131042, 0.2512766718864441, -0.0375402569770813, -0.25497710704803467, 0.966218113899231]]","[[1.5418046875, -0.039143386840820214, 0.3528349609375001], [0.9958656430244446, 0.07049120962619781, 0.05729420483112335, -0.08271859586238861, 0.9643742442131042, 0.2512766718864441, -0.0375402569770813, -0.25497710704803467, 0.966218113899231]]","[[1.6089559326171874, -0.0069042892456053695, 0.027815277099609473], [0.9958656430244446, 0.07499275356531143, 0.05126132816076279, -0.08271859586238861, 0.981867253780365, 0.17057065665721893, -0.0375402569770813, -0.1741057187318802, 0.9840111136436462]]","[[1.611161376953125, 0.0033839254379273444, -0.17114006042480456], [0.9958656430244446, 0.07850237935781479, 0.04570572078227997, -0.08271859586238861, 0.9916292428970337, 0.09914185106754303, -0.0375402569770813, -0.1025126725435257, 0.9940230846405029]]","[[1.5583590087890624, -0.03119572448730459, 0.2727102966308595], [0.9941325783729553, 0.09525055438280106, 0.05126132816076279, -0.10268982499837875, 0.9799798130989075, 0.17057065665721893, -0.033988118171691895, -0.17483386397361755, 0.9840111136436462]]","[[1.5583214111328125, -0.2088591003417968, 0.2528650817871095], [0.1771376132965088, 0.9038552641868591, 0.3894456923007965, -0.979019284248352, 0.12133163958787918, 0.16370674967765808, 0.10071512311697006, -0.4102734625339508, 0.9063841104507446]]","[[1.5791363525390625, -0.26039077758789053, -0.01431817436218252], [-0.06988304853439331, 0.9038552641868591, 0.4220924377441406, -0.9041978716850281, 0.12133163958787918, -0.409517765045166, -0.4213579595088959, -0.4102734625339508, 0.8087850213050842]]","[[1.5791363525390625, -0.26039077758789053, -0.26345349121093736], [-0.06988304853439331, 0.9038552641868591, 0.4220924377441406, -0.9041978716850281, 0.12133163958787918, -0.409517765045166, -0.4213579595088959, -0.4102734625339508, 0.8087850213050842]]","[[1.5791363525390625, -0.26039077758789053, -0.3653154907226561], [-0.06988304853439331, 0.9038552641868591, 0.4220924377441406, -0.9041978716850281, 0.12133163958787918, -0.409517765045166, -0.4213579595088959, -0.4102734625339508, 0.8087850213050842]]","[[1.5583590087890624, -0.03119572448730459, 0.2727102966308595], [0.9941325783729553, 0.09525055438280106, 0.05126132816076279, -0.10268982499837875, 0.9799798130989075, 0.17057065665721893, -0.033988118171691895, -0.17483386397361755, 0.9840111136436462]]","[[1.5675953369140625, 0.1378696289062501, 0.26874313354492196], [0.3204782009124756, -0.7477535605430603, -0.5815138220787048, 0.9391819834709167, 0.17084439098834991, 0.29790839552879333, -0.12341370433568954, -0.6416204571723938, 0.7570285797119141]]","[[1.6017325439453125, 0.22165058898925794, 0.01127261734008799], [0.051908183842897415, -0.7477535605430603, -0.6619442105293274, 0.9784141778945923, 0.17084439098834991, -0.11626630276441574, 0.20002800226211548, -0.6416204571723938, 0.7404809594154358]]","[[1.55201220703125, 0.2347389221191407, -0.2324998016357421], [0.051908183842897415, -0.7477535605430603, -0.6619442105293274, 0.9784141778945923, 0.17084439098834991, -0.11626630276441574, 0.20002800226211548, -0.6416204571723938, 0.7404809594154358]]","[[1.542068115234375, 0.23735658264160164, -0.28125427246093737], [0.051908183842897415, -0.7477535605430603, -0.6619442105293274, 0.9784141778945923, 0.17084439098834991, -0.11626630276441574, 0.20002800226211548, -0.6416204571723938, 0.7404809594154358]]","[[1.6328017578125, -0.10288131713867178, -0.2516829528808593], [-0.057460054755210876, 0.034056976437568665, -0.9977667331695557, -0.12579332292079926, 0.9912056922912598, 0.04107729345560074, 0.9903910160064697, 0.12787269055843353, -0.052670594304800034]]","[[1.567187255859375, -0.10512543487548819, -0.6541693115234374], [-0.057460054755210876, 0.9736791849136353, -0.2205611914396286, -0.12579332292079926, 0.21210427582263947, 0.9691170454025269, 0.9903910160064697, 0.08343064039945602, 0.11029481142759323]]","[[1.567187255859375, -0.10512543487548819, -1.037772216796875], [-0.057460054755210876, 0.9736791849136353, -0.2205611914396286, -0.12579332292079926, 0.21210427582263947, 0.9691170454025269, 0.9903910160064697, 0.08343064039945602, 0.11029481142759323]]","[[1.6425596923828125, 0.11352458190917979, -0.24327040100097644], [-0.22679857909679413, 0.3851975202560425, 0.8945307731628418, 0.6368963718414307, 0.7535213828086853, -0.16299870610237122, -0.736834704875946, 0.5327554941177368, -0.4162284731864929]]","[[1.6425596923828125, 0.11352458190917979, -0.6510762329101561], [-0.22679857909679413, -0.5188354253768921, 0.8242403864860535, 0.6368963718414307, 0.5612542033195496, 0.5285421013832092, -0.736834704875946, 0.6448283195495605, 0.20315271615982056]]","[[1.6425596923828125, 0.11352458190917979, -1.03467919921875], [-0.22679857909679413, -0.5188354253768921, 0.8242403864860535, 0.6368963718414307, 0.5612542033195496, 0.5285421013832092, -0.736834704875946, 0.6448283195495605, 0.20315271615982056]]"
