,participant_id,frame_id,timestamp,action,JOINT_NONE,JOINT_HEAD,JOINT_NECK,JOINT_TORSO,JOINT_WAIST,JOINT_LEFT_COLLAR,JOINT_LEFT_SHOULDER,JOINT_LEFT_ELBOW,JOINT_LEFT_WRIST,JOINT_LEFT_HAND,JOINT_RIGHT_COLLAR,JOINT_RIGHT_SHOULDER,JOINT_RIGHT_ELBOW,JOINT_RIGHT_WRIST,JOINT_RIGHT_HAND,JOINT_LEFT_HIP,JOINT_LEFT_KNEE,JOINT_LEFT_ANKLE,JOINT_RIGHT_HIP,JOINT_RIGHT_KNEE,JOINT_RIGHT_ANKLE
0,7,1527,1649864380710094690,spoon,[ 0. -0.  0.],[2.12594507 0.02036507 0.48657791],[2.12751025 0.01544086 0.35530493],[ 2.16249927e+00  9.02835083e-03 -1.72082520e-03],[ 2.14025757  0.00800638 -0.22385672],[2.13650122 0.01379309 0.26356259],[ 2.1514563  -0.18032298  0.2660712 ],[ 2.16432373 -0.40179602  0.05747222],[ 2.05594727 -0.27598834  0.28220795],[ 2.03427197 -0.25082681  0.32715509],[2.13650122 0.01379309 0.26356259],[2.16485059 0.20402213 0.2557943 ],[2.1482063  0.38968497 0.01500047],[2.05574902 0.34687424 0.27518887],[2.03725757 0.3383121  0.32722656],[ 2.14504932 -0.11425187 -0.25863492],[ 2.07515381 -0.07223432 -0.70869482],[ 2.4312417   0.10426555 -0.87349341],[ 2.1779624   0.1151311  -0.27621472],[ 2.10732935  0.08796215 -0.72729962],[ 2.10732935  0.08796215 -1.15754297]
0,7,1528,1649864380717967271,spoon,[ 0. -0.  0.],[2.12593726 0.02036661 0.48659464],[2.12773975 0.01543505 0.35530533],[ 2.16251563e+00  9.00903511e-03 -1.74862671e-03],[ 2.14034766  0.00798036 -0.22389034],[2.13667554 0.01378385 0.26355829],[ 2.15154395 -0.18030893  0.26596899],[ 2.16433447 -0.40238385  0.0575502 ],[ 2.05811621 -0.28004333  0.28520914],[ 2.03687256 -0.25557523  0.33074094],[2.13667554 0.01378385 0.26355829],[2.16485156 0.20406038 0.25577377],[2.14822656 0.38999823 0.01479673],[2.07798755 0.35741992 0.28328003],[2.0639397  0.35090427 0.33697668],[ 2.14484595 -0.11437871 -0.25834302],[ 2.0622627  -0.0670387  -0.70571399],[ 2.43340308  0.08078581 -0.8654314 ],[ 2.17780688  0.11524786 -0.27606317],[ 2.10666455  0.08839104 -0.72708344],[ 2.10666455  0.08839104 -1.15732397]
0,7,1529,1649864380718181610,spoon,[ 0. -0.  0.],[2.12592627 0.02036793 0.48660748],[2.12798975 0.01543216 0.35530643],[ 2.16313721e+00  8.99034119e-03 -1.70806885e-03],[ 2.14048779  0.00795031 -0.22379962],[2.137021   0.0137769  0.26356946],[ 2.1516333  -0.18028616  0.26591284],[ 2.1641062  -0.39850461  0.06171115],[ 2.05495264 -0.27389349  0.2867326 ],[ 2.03312195 -0.24897127  0.33173691],[2.137021   0.0137769  0.26356946],[2.16485791 0.2040791  0.2557627 ],[2.14860254 0.3873475  0.01992031],[2.08599414 0.36172595 0.29103061],[2.07347241 0.35660165 0.34525266],[ 2.14486646 -0.11434794 -0.2583688 ],[ 2.06723608 -0.06917211 -0.70684583],[ 2.43762988  0.0846272  -0.86259741],[ 2.17796216  0.11511657 -0.27613596],[ 2.10230225  0.08879325 -0.72644885],[ 2.10230225  0.08879325 -1.1566864 ]
0,7,1530,1649864380718384265,spoon,[ 0. -0.  0.],[2.12579541 0.02036938 0.48662329],[2.12835547 0.0154285  0.35530865],[ 2.16442651e+00  8.91986084e-03 -1.58404541e-03],[ 2.14082544  0.00782456 -0.22357314],[2.13762476 0.01375596 0.26359702],[ 2.15159888 -0.18035846  0.2659996 ],[ 2.16425244 -0.40026987  0.05995486],[ 2.05481641 -0.2749343   0.28443127],[ 2.0329292  -0.24986719  0.32932657],[2.13762476 0.01375596 0.26359702],[2.16486841 0.20411386 0.25574188],[2.14871069 0.3873768  0.01672475],[2.06126465 0.35151776 0.27967392],[2.04377539 0.34434595 0.33226376],[ 2.14570898 -0.11423344 -0.25841876],[ 2.07279248 -0.0706413  -0.70783643],[ 2.43796484  0.11717506 -0.83618652],[ 2.17817041  0.11461638 -0.27644064],[ 2.10221191  0.08887772 -0.72673065],[ 2.10221191  0.08887772 -1.15696228]
0,7,1531,1649864380724998950,spoon,[ 0. -0.  0.],[2.12566333 0.02036989 0.48662595],[2.12860449 0.01542798 0.35530981],[ 2.16502881e+00  8.79091644e-03 -1.52294922e-03],[ 2.14100952  0.00766587 -0.22346552],[2.13796509 0.01372234 0.26360867],[ 2.151604   -0.18038492  0.2660307 ],[ 2.16433301 -0.40095673  0.05939477],[ 2.05356396 -0.28709003  0.28926089],[ 2.03141016 -0.26431668  0.33523413],[2.13796509 0.01372234 0.26360867],[2.16487476 0.20413583 0.2557294 ],[2.14845874 0.3871192  0.01539637],[2.0591228  0.35070563 0.27763098],[2.04125562 0.34342291 0.33007791],[ 2.14564844 -0.11426839 -0.25835181],[ 2.06308789 -0.06305808 -0.7052876 ],[ 2.42870483  0.12940201 -0.82520496],[ 2.17824072  0.11424998 -0.27655087],[ 2.10482495  0.08895419 -0.7272843 ],[ 2.10482495  0.08895419 -1.15751306]
0,7,1532,1649864380725213527,spoon,[ 0. -0.  0.],[2.12552954 0.02037342 0.48671445],[2.12891602 0.01542772 0.35542194],[ 2.16564355e+00  8.51625061e-03 -1.34625244e-03],[ 2.14128076  0.0074889  -0.22325029],[2.13835522 0.01365144 0.26373083],[ 2.15175732 -0.18165814  0.26937427],[ 2.16433569 -0.40030487  0.05966476],[ 2.05295288 -0.28696457  0.28949219],[ 2.03067627 -0.26429651  0.33545767],[2.13835522 0.01365144 0.26373083],[2.16484937 0.20398965 0.25581299],[2.14814233 0.38461591 0.01283619],[2.06610181 0.35455072 0.27823819],[2.0496936  0.34853769 0.3313186 ],[ 2.14643164 -0.11435347 -0.25822171],[ 2.07820117 -0.06785313 -0.70807721],[ 2.43409229  0.15249019 -0.80749792],[ 2.17843359  0.11403578 -0.27637485],[ 2.10836475  0.08912714 -0.72765918],[ 2.10836475  0.08912714 -1.15788501]
0,7,1533,1649864380725420951,spoon,[ 0. -0.  0.],[2.12527783 0.02037828 0.48683435],[2.12937256 0.0154275  0.35563562],[ 2.16657764e+00  7.83951855e-03 -9.98962402e-04],[ 2.14182129  0.00675743 -0.22285612],[2.13893628 0.013477   0.26396222],[ 2.15184814 -0.18246304  0.27274545],[ 2.16435156 -0.39988568  0.06029653],[ 2.05279004 -0.28063013  0.28701837],[ 2.03047778 -0.25677902  0.33236273],[2.13893628 0.013477   0.26396222],[2.16476245 0.20350603 0.25608356],[2.14828101 0.38517673 0.01259311],[2.0753667  0.35619858 0.28076175],[2.06078394 0.35040295 0.33439548],[ 2.14958105 -0.11456094 -0.25820355],[ 2.09088843 -0.07161384 -0.70974805],[ 2.37886133  0.10333842 -0.97724097],[ 2.17866577  0.11267584 -0.27668921],[ 2.10422046  0.08926906 -0.72734631],[ 2.10422046  0.08926906 -1.15756616]
0,7,1534,1649864380742479324,spoon,[ 0. -0.  0.],[2.12514551 0.02038116 0.48690546],[2.12962939 0.01542768 0.35578033],[ 2.16680493e+00  7.50554323e-03 -8.08471680e-04],[ 2.14210083  0.00631102 -0.22266936],[2.13918652 0.01339106 0.26410876],[ 2.15188892 -0.1826472   0.27409549],[ 2.16345215 -0.39962012  0.06061632],[ 2.05300195 -0.28085263  0.28813477],[ 2.03091187 -0.25709912  0.33363846],[2.13918652 0.01339106 0.26410876],[2.16471094 0.20321346 0.25624466],[2.14824878 0.38514273 0.01249263],[2.07817944 0.35844171 0.28165244],[2.06416553 0.3531015  0.33548441],[ 2.15012109 -0.11478801 -0.25815164],[ 2.08032153 -0.06870042 -0.70779919],[ 2.38075098  0.06345908 -0.98594092],[ 2.17870068  0.11213875 -0.27655853],[ 2.10461572  0.08939424 -0.72730585],[ 2.10461572  0.08939424 -1.15752283]
0,7,1535,1649864380742698669,spoon,[ 0. -0.  0.],[2.12496411 0.02038322 0.48695746],[2.12968164 0.01542777 0.35591446],[ 2.16716821e+00  7.18019295e-03 -5.87860107e-04],[ 2.14243579  0.00588386 -0.22244347],[2.13931982 0.01330723 0.26425391],[ 2.15189624 -0.18274174  0.2753046 ],[ 2.16354639 -0.39924588  0.06094244],[ 2.05377295 -0.28166632  0.28940109],[ 2.03181824 -0.25815042  0.33509283],[2.13931982 0.01330723 0.26425391],[2.16465112 0.20288991 0.25642746],[2.14841138 0.38506949 0.01248532],[2.06108179 0.35184644 0.27580701],[2.04361584 0.34520181 0.32847134],[ 2.14960205 -0.11511377 -0.25814374],[ 2.07392187 -0.07051828 -0.70698657],[ 2.42405029  0.04905054 -0.92652612],[ 2.17871973  0.11194768 -0.27612949],[ 2.10424512  0.08945567 -0.72682208],[ 2.10424512  0.08945567 -1.15703613]
0,7,1536,1649864380742908239,spoon,[ 0. -0.  0.],[2.12459326 0.02038673 0.48704468],[2.12970264 0.01542785 0.35619724],[ 2.16761548e+00  6.54072762e-03 -1.47277832e-04],[ 2.14309106  0.00505559 -0.22202174],[2.13945288 0.01314229 0.26455377],[ 2.15183569 -0.18249379  0.27660538],[ 2.16380664 -0.39832498  0.06099377],[ 2.05358008 -0.28140527  0.28956836],[ 2.03153479 -0.25802133  0.33528326],[2.13945288 0.01314229 0.26455377],[2.16453076 0.2022424  0.25677371],[2.14869653 0.3855954  0.01316386],[2.05541797 0.34832666 0.27388687],[2.03676221 0.34087292 0.32603146],[ 2.14928027 -0.11569109 -0.25825165],[ 2.0817981  -0.07165359 -0.70844867],[ 2.43759717  0.14078745 -0.82401233],[ 2.17907593  0.11102043 -0.27601001],[ 2.10376318  0.08962846 -0.72661053],[ 2.10376318  0.08962846 -1.15681873]
0,7,1537,1649864380750729799,spoon,[ 0. -0.  0.],[2.12441113 0.0203879  0.48707297],[2.12970776 0.01542788 0.35633594],[2.16773682e+00 6.23037720e-03 5.78918457e-05],[ 2.14347681  0.00463938 -0.22184335],[2.13948901 0.01306221 0.26469846],[ 2.15180054 -0.18212973  0.27647852],[ 2.16398413 -0.39816025  0.06086967],[ 2.05354443 -0.28158493  0.28951468],[ 2.03145654 -0.25826987  0.33524368],[2.13948901 0.01306221 0.26469846],[2.16448315 0.20197821 0.25691794],[2.14872974 0.38548532 0.01323423],[2.06131934 0.34996405 0.27622284],[2.04383728 0.3428598  0.32882056],[ 2.14938599 -0.11601253 -0.25826248],[ 2.07657813 -0.07221899 -0.7076496 ],[ 2.40494751  0.17660461 -0.83149109],[ 2.17923779  0.11064235 -0.27588818],[ 2.10378735  0.08973845 -0.72648535],[ 2.10378735  0.08973845 -1.15669055]
0,7,1538,1649864380750952005,spoon,[ 0. -0.  0.],[2.12403809 0.02038943 0.4871102 ],[2.12971899 0.01542794 0.35660962],[2.16798413e+00 5.58706188e-03 4.67041016e-04],[ 2.14425708  0.00378162 -0.22148712],[2.13956348 0.01289617 0.26498462],[ 2.15174292 -0.18150494  0.27617572],[ 2.16418115 -0.39785535  0.0606032 ],[ 2.05326367 -0.28170789  0.28923022],[ 2.0310802  -0.25847839  0.33495563],[2.13956348 0.01289617 0.26498462],[2.16440479 0.20155322 0.25715359],[2.14899463 0.38533621 0.01339127],[2.06258057 0.34882675 0.27656964],[2.04529773 0.34152487 0.32920532],[ 2.14964746 -0.11670448 -0.25825726],[ 2.08165479 -0.07408086 -0.70850391],[ 2.36481104  0.20641846 -0.87041162],[ 2.17932202  0.10988779 -0.27573923],[ 2.1037583   0.08968371 -0.72634302],[ 2.1037583   0.08968371 -1.15654236]
0,7,1539,1649864380751162767,spoon,[ 0. -0.  0.],[2.12367041 0.02037695 0.48712012],[2.12972412 0.01542793 0.35675876],[2.16829663e+00 5.04965115e-03 1.13220215e-03],[ 2.14456274  0.00268018 -0.22081439],[2.1396604  0.01275446 0.26514832],[ 2.1535022  -0.18114691  0.27621344],[ 2.16401563 -0.39764307  0.0605792 ],[ 2.05301465 -0.28145721  0.2891438 ],[ 2.03081445 -0.25822003  0.33485672],[2.1396604  0.01275446 0.26514832],[2.16428784 0.20232967 0.25894409],[2.14903418 0.38445291 0.01383659],[2.07500537 0.35423291 0.2815466 ],[2.06019971 0.3481889  0.33508859],[ 2.15012646 -0.11637916 -0.2576134 ],[ 2.10051758 -0.07462343 -0.71033234],[ 2.34435693  0.22439819 -0.90058838],[ 2.1786936   0.10830024 -0.27357858],[ 2.10429492  0.08991021 -0.72445074],[ 2.10429492  0.08991021 -1.15464722]
0,7,1540,1649864380758937358,spoon,[ 0. -0.  0.],[2.12338452 0.02040242 0.48713959],[2.12973535 0.01542893 0.35706424],[2.1686123  0.00391973 0.00302591],[ 2.14562500e+00  5.31662703e-04 -2.18982986e-01],[2.13979248 0.0124516  0.26547763],[ 2.15763062 -0.18045731  0.27648132],[ 2.16340918 -0.39047949  0.06702549],[ 2.04816943 -0.27848843  0.29558148],[ 2.02512146 -0.25609021  0.34129269],[2.13979248 0.0124516  0.26547763],[2.16431519 0.2026944  0.26021869],[2.14944653 0.3784798  0.02169639],[2.0573042  0.35011115 0.28392722],[2.03887573 0.34443741 0.33637338],[ 2.15013257 -0.11629361 -0.25723816],[ 2.06556836 -0.07203275 -0.7045    ],[ 2.3936001   0.10862537 -0.91621179],[ 2.1785127   0.10626019 -0.26966867],[ 2.10395654  0.09035706 -0.72060297],[ 2.10395654  0.09035706 -1.15079346]
0,7,1541,1649864380759159803,spoon,[ 0. -0.  0.],[2.12335034 0.02040733 0.48714456],[2.12974219 0.01542933 0.35720908],[2.16871875 0.00337041 0.00407687],[ 2.14616626e+00 -4.62476254e-04 -2.17967834e-01],[2.13984961 0.01230217 0.26563364],[ 2.15588672 -0.18057246  0.27645566],[ 2.16336646 -0.38778992  0.06905264],[ 2.04757593 -0.27536725  0.29711539],[ 2.02441785 -0.25288272  0.34272794],[2.13984961 0.01230217 0.26563364],[2.16428687 0.20247575 0.26004092],[2.14965186 0.37646472 0.02440421],[2.01694971 0.34011108 0.26756561],[1.9904093  0.33284036 0.31619791],[ 2.15016138 -0.11643404 -0.25699121],[ 2.07602686 -0.07045526 -0.70592377],[ 2.40868652  0.09033127 -0.92625671],[ 2.17878662  0.10575192 -0.26746365],[ 2.10465234  0.09068165 -0.71849292],[ 2.10465234  0.09068165 -1.14868054]
0,7,1542,1649864380759362459,spoon,[ 0. -0.  0.],[2.1233374  0.02041184 0.48713922],[2.12974854 0.01542968 0.35734122],[2.16879541 0.00290317 0.00493652],[ 2.14685181e+00 -8.46132994e-04 -2.17169083e-01],[2.13989429 0.01217489 0.26577509],[ 2.15350537 -0.18071475  0.27638025],[ 2.16361987 -0.38970627  0.06725292],[ 2.04958569 -0.27535968  0.29524176],[ 2.02677881 -0.25249036  0.34083954],[2.13989429 0.01217489 0.26577509],[2.16424854 0.20226492 0.25990387],[2.14950732 0.37747931 0.02200344],[2.06620215 0.35337357 0.28759155],[2.04954102 0.34855243 0.34070917],[ 2.15016357 -0.11674261 -0.25704349],[ 2.06664038 -0.06736555 -0.70395886],[ 2.42685107  0.0405622  -0.91290564],[ 2.17890845  0.10616694 -0.2663335 ],[ 2.10511719  0.09061647 -0.7173996 ],[ 2.10511719  0.09061647 -1.14758423]
0,7,1543,1649864380766005516,spoon,[ 0. -0.  0.],[2.12330957 0.02041898 0.4872251 ],[2.12976904 0.01543029 0.35773615],[2.16900684e+00 2.04947090e-03 6.40020752e-03],[ 2.14812500e+00 -1.06848526e-03 -2.15814407e-01],[2.13999316 0.01194365 0.26618854],[ 2.15292236 -0.18050421  0.27644016],[ 2.16403979 -0.39210843  0.06477868],[ 2.04997583 -0.27978827  0.29375327],[ 2.02716309 -0.25732425  0.33954819],[2.13999316 0.01194365 0.26618854],[2.16421021 0.20205539 0.26016397],[2.1493623  0.37836523 0.01851357],[2.07882373 0.35647604 0.28795908],[2.06471606 0.35209821 0.34184818],[ 2.15019507 -0.1173671  -0.25684323],[ 2.01972485 -0.05767804 -0.69107422],[ 2.41390527  0.00377579 -0.85200616],[ 2.17896289  0.1069442  -0.26544888],[ 2.10527979  0.09049563 -0.71649445],[ 2.10527979  0.09049563 -1.14667322]
0,7,1544,1649864380766221046,spoon,[ 0. -0.  0.],[2.12329199 0.02041954 0.48717084],[2.12977173 0.01543058 0.35782687],[2.16902100e+00 1.83151817e-03 6.86526489e-03],[ 2.14837036e+00 -1.08091688e-03 -2.15372238e-01],[2.14000928 0.01188346 0.26628372],[ 2.15325879 -0.18039436  0.27644644],[ 2.16428125 -0.39280252  0.06373687],[ 2.05090259 -0.27449725  0.29001953],[ 2.02822681 -0.2508362   0.33527606],[2.14000928 0.01188346 0.26628372],[2.16419189 0.20195769 0.26012976],[2.14926831 0.37856647 0.01708516],[2.05455176 0.34802945 0.27814249],[2.0356084  0.34192206 0.33035394],[ 2.15051099 -0.11757537 -0.25699149],[ 2.07985791 -0.06972649 -0.70627716],[ 2.4530459   0.06738879 -0.87053809],[ 2.17896411  0.10644966 -0.26658917],[ 2.10516577  0.09049775 -0.71763062],[ 2.10516577  0.09049775 -1.1478064 ]
0,7,1545,1649864380774281501,spoon,[ 0. -0.  0.],[2.12328296 0.02041771 0.48708105],[2.12977905 0.01543045 0.35799173],[2.16898218e+00 1.49860573e-03 7.54028320e-03],[ 2.14858740e+00 -1.10053730e-03 -2.14721634e-01],[2.14001904 0.01179144 0.2664537 ],[ 2.15498218 -0.18014705  0.27656372],[ 2.16474585 -0.39411392  0.06269341],[ 2.05390674 -0.26970911  0.28694922],[ 2.03173889 -0.24482814  0.33180038],[2.14001904 0.01179144 0.2664537 ],[2.16417554 0.20186256 0.26013364],[2.14940186 0.37997955 0.01585147],[2.06677271 0.35173163 0.28123239],[2.05024683 0.34608203 0.33430856],[ 2.1505249  -0.1185408  -0.25651633],[ 2.08167285 -0.07246388 -0.70626025],[ 2.41272656  0.10961323 -0.91192371],[ 2.17905811  0.10691075 -0.26691101],[ 2.10574658  0.09047453 -0.71800812],[ 2.10574658  0.09047453 -1.1481781 ]
0,7,1546,1649864380774497509,spoon,[ 0. -0.  0.],[2.1232832  0.02041666 0.48704907],[2.12978271 0.01543042 0.35807324],[2.16896289e+00 1.40569973e-03 7.79241943e-03],[ 2.14864136e+00 -1.09552193e-03 -2.14475800e-01],[2.14002148 0.01176544 0.26653674],[ 2.15453052 -0.1801687   0.27655933],[ 2.16467896 -0.39454874  0.06217571],[ 2.05416284 -0.27399994  0.28868329],[ 2.03205957 -0.24989018  0.3339848 ],[2.14002148 0.01176544 0.26653674],[2.16416895 0.20182474 0.26014093],[2.15011084 0.38010123 0.01510636],[2.0678418  0.35227386 0.28064154],[2.05138794 0.3467084  0.33374857],[ 2.15044263 -0.11871686 -0.2565553 ],[ 2.08496899 -0.07323215 -0.70686053],[ 2.39193604  0.14802356 -0.91146021],[ 2.17894165  0.10710262 -0.2669884 ],[ 2.10488965  0.09030216 -0.71794794],[ 2.10488965  0.09030216 -1.14811499]
0,7,1547,1649864380774706840,spoon,[ 0. -0.  0.],[2.12328491 0.02041444 0.4869892 ],[2.12978589 0.01543039 0.35811176],[2.16896313e+00 1.27343559e-03 7.96545410e-03],[ 2.14868237e+00 -1.08675838e-03 -2.14306534e-01],[2.14002759 0.01172953 0.26657767],[ 2.15408081 -0.18020216  0.27654877],[ 2.16476855 -0.39493588  0.06179029],[ 2.05552075 -0.27465131  0.2890499 ],[ 2.03367114 -0.25059439  0.33450183],[2.14002759 0.01172953 0.26657767],[2.16416504 0.20180307 0.26014154],[2.15258154 0.38035776 0.01451988],[2.07170825 0.3536618  0.2805975 ],[2.05553369 0.3483226  0.33381302],[ 2.15044897 -0.11890363 -0.25645087],[ 2.0827583  -0.07187019 -0.70626581],[ 2.39545947  0.17059224 -0.87499963],[ 2.17896948  0.10721388 -0.26702289],[ 2.11207935  0.09027772 -0.71909192],[ 2.11207935  0.09027772 -1.14925598]
0,7,1548,1649864380782465934,spoon,[ 0. -0.  0.],[2.12328662 0.02041315 0.48694873],[2.12980249 0.01543152 0.35825177],[2.16896997e+00 1.25694370e-03 8.27114868e-03],[ 2.14872900e+00 -1.07515287e-03 -2.14001663e-01],[2.14004614 0.01172436 0.26671942],[ 2.15449365 -0.18012926  0.27659677],[ 2.16475391 -0.39543073  0.06130002],[ 2.05565063 -0.27490512  0.28849683],[ 2.03382996 -0.2508      0.33393619],[2.14004614 0.01172436 0.26671942],[2.16408643 0.20265898 0.26185828],[2.1559834  0.38067163 0.01475807],[2.07803735 0.35598578 0.28189719],[2.06244824 0.35104861 0.33532501],[ 2.15039941 -0.11911825 -0.25593268],[ 2.06700513 -0.06695081 -0.70252625],[ 2.43534424  0.10182733 -0.84701331],[ 2.17924194  0.10724945 -0.26679736],[ 2.11196899  0.09074992 -0.7188194 ],[ 2.11196899  0.09074992 -1.14897766]
0,7,1549,1649864380782686948,spoon,[ 0. -0.  0.],[2.12328857 0.02041162 0.4869075 ],[2.12980664 0.01543175 0.35828848],[2.16897876e+00 1.25242519e-03 8.34863281e-03],[ 2.14874316e+00 -1.07215548e-03 -2.13923233e-01],[2.14005273 0.01172296 0.26675711],[ 2.15447437 -0.18008281  0.2764631 ],[ 2.16477661 -0.39571432  0.0611135 ],[ 2.05567432 -0.27471854  0.28805826],[ 2.03385388 -0.25051938  0.3334472 ],[2.14005273 0.01172296 0.26675711],[2.16410937 0.20222243 0.26101361],[2.16069238 0.38123178 0.01418866],[2.07308911 0.35531921 0.27819891],[2.05556836 0.35013669 0.33100098],[ 2.15039404 -0.11927549 -0.25553075],[ 2.0777002  -0.06901839 -0.70420538],[ 2.43122119  0.13915814 -0.83350769],[ 2.17945288  0.10716399 -0.26676434],[ 2.10476465  0.0907966  -0.71762219],[ 2.10476465  0.0907966  -1.14777747]
0,7,1550,1649864380782890319,spoon,[ 0. -0.  0.],[2.12400244 0.02034654 0.48692255],[2.12986279 0.01543215 0.35835507],[2.16935278e+00 1.22021008e-03 8.42877197e-03],[ 2.14879907e+00 -1.06288195e-03 -2.13811295e-01],[2.14019116 0.01171512 0.26683453],[ 2.16034937 -0.17949104  0.27658344],[ 2.16427905 -0.39566959  0.06101833],[ 2.05601563 -0.26954236  0.28555338],[ 2.03436292 -0.24431691  0.33046039],[2.14019116 0.01171512 0.26683453],[2.16689746 0.20175456 0.26076678],[2.15808374 0.38150198 0.01412921],[2.07333911 0.35483401 0.27899194],[2.05639014 0.34950043 0.33196448],[ 2.1504082  -0.11979119 -0.25387378],[ 2.07611963 -0.0707683  -0.7024173 ],[ 2.44356396  0.07807767 -0.86932458],[ 2.18040942  0.10687058 -0.26629489],[ 2.10648633  0.0908861  -0.71728625],[ 2.10648633  0.0908861  -1.14743567]
0,7,1551,1649864380790765047,spoon,[ 0. -0.  0.],[2.12419897 0.02031123 0.48699985],[2.12990723 0.01543223 0.35838574],[2.16979028e+00 1.21605492e-03 8.42889404e-03],[ 2.14885327e+00 -1.05242634e-03 -2.13774033e-01],[2.14033594 0.01171492 0.26687726],[ 2.16026196 -0.17955573  0.2765033 ],[ 2.16422778 -0.39199713  0.06450879],[ 2.0539541  -0.27304874  0.29196222],[ 2.03189941 -0.24925906  0.33745291],[2.14033594 0.01171492 0.26687726],[2.16817139 0.20147961 0.26056616],[2.15706274 0.3784425  0.01838958],[2.09018481 0.36086029 0.28905957],[2.07680933 0.35734384 0.34319357],[ 2.15040405 -0.12009156 -0.25274672],[ 2.04924561 -0.06329237 -0.69507153],[ 2.42257812  0.02881226 -0.88785535],[ 2.18062109  0.10679634 -0.26592947],[ 2.10689258  0.09088664 -0.71695209],[ 2.10689258  0.09088664 -1.14709863]
0,7,1552,1649864380790985822,spoon,[ 0. -0.  0.],[2.12426123 0.02029909 0.48722534],[2.1300498  0.01543237 0.35844897],[2.17096533e+00 1.21891022e-03 8.40792847e-03],[ 2.14902661e+00 -1.02890444e-03 -2.13695480e-01],[2.14074243 0.01171794 0.26697208],[ 2.16022778 -0.17965857  0.27638605],[ 2.16415088 -0.38685971  0.06968638],[ 2.05173853 -0.27654114  0.30041391],[ 2.0292561  -0.25447742  0.34655942],[2.14074243 0.01171794 0.26697208],[2.17102002 0.20073694 0.26001547],[2.15447192 0.37392239 0.02463191],[2.07053662 0.36070374 0.29075595],[2.05374951 0.35806    0.34398077],[ 2.15055859 -0.11968025 -0.25293933],[ 2.08379883 -0.06801424 -0.7023595 ],[ 2.42282373  0.07281464 -0.92652539],[ 2.17919092  0.10687166 -0.26604193],[ 2.10863794  0.09102055 -0.71756787],[ 2.10863794  0.09102055 -1.1477085 ]
0,7,1553,1649864380791197538,spoon,[ 0. -0.  0.],[2.12426611 0.0202949  0.48734326],[2.13012988 0.01543237 0.35848447],[2.17179761e+00 1.21829224e-03 8.41091919e-03],[ 2.14911206e+00 -1.03682184e-03 -2.13615860e-01],[2.14101514 0.01171907 0.26703091],[ 2.16027563 -0.17970001  0.27634616],[ 2.16411328 -0.38510312  0.07164237],[ 2.05084326 -0.27447711  0.30180011],[ 2.02818921 -0.25235191  0.34783167],[2.14101514 0.01171907 0.26703091],[2.17112964 0.20058359 0.25964035],[2.15208545 0.37233881 0.02673206],[2.04163928 0.35691373 0.28286581],[2.01955005 0.3538287  0.33409256],[ 2.15105225 -0.11916526 -0.25384935],[ 2.08280957 -0.07012528 -0.70333783],[ 2.41382715  0.13225206 -0.88905066],[ 2.17946777  0.10667961 -0.26616373],[ 2.11054443  0.09144389 -0.71795947],[ 2.11054443  0.09144389 -1.14809717]
0,7,1554,1649864380799000501,spoon,[ 0. -0.  0.],[2.12425464 0.02030513 0.48799603],[2.13031299 0.01543261 0.35909796],[2.17545728e+00 1.24777222e-03 9.18780518e-03],[ 2.14961548e+00 -1.03469658e-03 -2.12490433e-01],[2.14209766 0.01172977 0.26775677],[ 2.16034961 -0.17972621  0.2767142 ],[ 2.16417212 -0.38214526  0.07463583],[ 2.04942798 -0.27223508  0.30440134],[ 2.02647913 -0.25025304  0.35035443],[2.14209766 0.01172977 0.26775677],[2.17090259 0.20100029 0.26064304],[2.1523291  0.36936929 0.03014217],[2.0586543  0.36083954 0.29318393],[2.03991931 0.35913358 0.34579227],[ 2.15267407 -0.11945193 -0.25289081],[ 2.07231885 -0.05898364 -0.69896576],[ 2.42519971  0.16632541 -0.79757727],[ 2.17990381  0.10674694 -0.26580927],[ 2.1021228   0.08995609 -0.71610291],[ 2.1021228   0.08995609 -1.14623474]
0,7,1555,1649864380799221515,spoon,[ 0. -0.  0.],[2.12424585 0.020312   0.48823706],[2.1303999  0.01543284 0.35938605],[2.17819629e+00 1.27010536e-03 9.75418091e-03],[ 2.15003027e+00 -1.02852654e-03 -2.11639038e-01],[2.14287402 0.01173656 0.26813684],[ 2.16034302 -0.17964726  0.27664542],[ 2.16431689 -0.38502005  0.0718822 ],[ 2.05227539 -0.27354028  0.30222232],[ 2.02986707 -0.25124432  0.34829034],[2.14287402 0.01173656 0.26813684],[2.17069995 0.20120091 0.26107541],[2.15192017 0.37114069 0.02679026],[2.07748267 0.36184763 0.29588196],[2.06259521 0.35998901 0.34970029],[ 2.15386743 -0.11932102 -0.25296436],[ 2.07038403 -0.06285567 -0.69898633],[ 2.42747119  0.11643268 -0.85821948],[ 2.18008423  0.10680395 -0.26570648],[ 2.10572681  0.09063021 -0.71659753],[ 2.10572681  0.09063021 -1.14672644]
